,image,mask
202,archive/Forest Segmented/Forest Segmented/images/126796_sat_68.jpg,archive/Forest Segmented/Forest Segmented/mask/126796_mask_68.jpg
203,archive/Forest Segmented/Forest Segmented/images/126796_sat_70.jpg,archive/Forest Segmented/Forest Segmented/mask/126796_mask_70.jpg
204,archive/Forest Segmented/Forest Segmented/images/126796_sat_71.jpg,archive/Forest Segmented/Forest Segmented/mask/126796_mask_71.jpg
205,archive/Forest Segmented/Forest Segmented/images/126796_sat_72.jpg,archive/Forest Segmented/Forest Segmented/mask/126796_mask_72.jpg
206,archive/Forest Segmented/Forest Segmented/images/126796_sat_76.jpg,archive/Forest Segmented/Forest Segmented/mask/126796_mask_76.jpg
207,archive/Forest Segmented/Forest Segmented/images/126796_sat_77.jpg,archive/Forest Segmented/Forest Segmented/mask/126796_mask_77.jpg
208,archive/Forest Segmented/Forest Segmented/images/126796_sat_78.jpg,archive/Forest Segmented/Forest Segmented/mask/126796_mask_78.jpg
209,archive/Forest Segmented/Forest Segmented/images/126796_sat_80.jpg,archive/Forest Segmented/Forest Segmented/mask/126796_mask_80.jpg
210,archive/Forest Segmented/Forest Segmented/images/126796_sat_81.jpg,archive/Forest Segmented/Forest Segmented/mask/126796_mask_81.jpg
211,archive/Forest Segmented/Forest Segmented/images/126796_sat_82.jpg,archive/Forest Segmented/Forest Segmented/mask/126796_mask_82.jpg
212,archive/Forest Segmented/Forest Segmented/images/126796_sat_87.jpg,archive/Forest Segmented/Forest Segmented/mask/126796_mask_87.jpg
213,archive/Forest Segmented/Forest Segmented/images/126796_sat_88.jpg,archive/Forest Segmented/Forest Segmented/mask/126796_mask_88.jpg
214,archive/Forest Segmented/Forest Segmented/images/133209_sat_00.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_00.jpg
215,archive/Forest Segmented/Forest Segmented/images/133209_sat_02.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_02.jpg
216,archive/Forest Segmented/Forest Segmented/images/133209_sat_03.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_03.jpg
217,archive/Forest Segmented/Forest Segmented/images/133209_sat_04.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_04.jpg
218,archive/Forest Segmented/Forest Segmented/images/133209_sat_08.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_08.jpg
219,archive/Forest Segmented/Forest Segmented/images/133209_sat_10.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_10.jpg
220,archive/Forest Segmented/Forest Segmented/images/133209_sat_12.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_12.jpg
221,archive/Forest Segmented/Forest Segmented/images/133209_sat_13.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_13.jpg
222,archive/Forest Segmented/Forest Segmented/images/133209_sat_14.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_14.jpg
223,archive/Forest Segmented/Forest Segmented/images/133209_sat_18.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_18.jpg
224,archive/Forest Segmented/Forest Segmented/images/133209_sat_20.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_20.jpg
225,archive/Forest Segmented/Forest Segmented/images/133209_sat_23.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_23.jpg
226,archive/Forest Segmented/Forest Segmented/images/133209_sat_24.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_24.jpg
227,archive/Forest Segmented/Forest Segmented/images/133209_sat_25.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_25.jpg
228,archive/Forest Segmented/Forest Segmented/images/133209_sat_26.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_26.jpg
229,archive/Forest Segmented/Forest Segmented/images/133209_sat_27.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_27.jpg
230,archive/Forest Segmented/Forest Segmented/images/133209_sat_28.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_28.jpg
231,archive/Forest Segmented/Forest Segmented/images/133209_sat_30.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_30.jpg
232,archive/Forest Segmented/Forest Segmented/images/133209_sat_33.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_33.jpg
233,archive/Forest Segmented/Forest Segmented/images/133209_sat_36.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_36.jpg
234,archive/Forest Segmented/Forest Segmented/images/133209_sat_37.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_37.jpg
235,archive/Forest Segmented/Forest Segmented/images/133209_sat_40.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_40.jpg
236,archive/Forest Segmented/Forest Segmented/images/133209_sat_43.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_43.jpg
237,archive/Forest Segmented/Forest Segmented/images/133209_sat_50.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_50.jpg
238,archive/Forest Segmented/Forest Segmented/images/133209_sat_51.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_51.jpg
239,archive/Forest Segmented/Forest Segmented/images/133209_sat_52.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_52.jpg
240,archive/Forest Segmented/Forest Segmented/images/133209_sat_53.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_53.jpg
241,archive/Forest Segmented/Forest Segmented/images/133209_sat_60.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_60.jpg
242,archive/Forest Segmented/Forest Segmented/images/133209_sat_61.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_61.jpg
243,archive/Forest Segmented/Forest Segmented/images/133209_sat_62.jpg,archive/Forest Segmented/Forest Segmented/mask/133209_mask_62.jpg
244,archive/Forest Segmented/Forest Segmented/images/13415_sat_00.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_00.jpg
245,archive/Forest Segmented/Forest Segmented/images/13415_sat_01.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_01.jpg
246,archive/Forest Segmented/Forest Segmented/images/13415_sat_02.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_02.jpg
247,archive/Forest Segmented/Forest Segmented/images/13415_sat_03.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_03.jpg
248,archive/Forest Segmented/Forest Segmented/images/13415_sat_05.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_05.jpg
249,archive/Forest Segmented/Forest Segmented/images/13415_sat_06.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_06.jpg
250,archive/Forest Segmented/Forest Segmented/images/13415_sat_07.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_07.jpg
251,archive/Forest Segmented/Forest Segmented/images/13415_sat_08.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_08.jpg
252,archive/Forest Segmented/Forest Segmented/images/13415_sat_10.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_10.jpg
253,archive/Forest Segmented/Forest Segmented/images/13415_sat_12.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_12.jpg
254,archive/Forest Segmented/Forest Segmented/images/13415_sat_13.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_13.jpg
255,archive/Forest Segmented/Forest Segmented/images/13415_sat_14.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_14.jpg
256,archive/Forest Segmented/Forest Segmented/images/13415_sat_15.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_15.jpg
257,archive/Forest Segmented/Forest Segmented/images/13415_sat_16.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_16.jpg
258,archive/Forest Segmented/Forest Segmented/images/13415_sat_17.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_17.jpg
259,archive/Forest Segmented/Forest Segmented/images/13415_sat_21.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_21.jpg
260,archive/Forest Segmented/Forest Segmented/images/13415_sat_22.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_22.jpg
261,archive/Forest Segmented/Forest Segmented/images/13415_sat_23.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_23.jpg
262,archive/Forest Segmented/Forest Segmented/images/13415_sat_24.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_24.jpg
263,archive/Forest Segmented/Forest Segmented/images/13415_sat_26.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_26.jpg
264,archive/Forest Segmented/Forest Segmented/images/13415_sat_27.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_27.jpg
265,archive/Forest Segmented/Forest Segmented/images/13415_sat_32.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_32.jpg
266,archive/Forest Segmented/Forest Segmented/images/13415_sat_33.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_33.jpg
267,archive/Forest Segmented/Forest Segmented/images/13415_sat_34.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_34.jpg
268,archive/Forest Segmented/Forest Segmented/images/13415_sat_35.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_35.jpg
269,archive/Forest Segmented/Forest Segmented/images/13415_sat_36.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_36.jpg
270,archive/Forest Segmented/Forest Segmented/images/13415_sat_37.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_37.jpg
271,archive/Forest Segmented/Forest Segmented/images/13415_sat_38.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_38.jpg
272,archive/Forest Segmented/Forest Segmented/images/13415_sat_43.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_43.jpg
273,archive/Forest Segmented/Forest Segmented/images/13415_sat_44.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_44.jpg
274,archive/Forest Segmented/Forest Segmented/images/13415_sat_45.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_45.jpg
275,archive/Forest Segmented/Forest Segmented/images/13415_sat_47.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_47.jpg
276,archive/Forest Segmented/Forest Segmented/images/13415_sat_48.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_48.jpg
277,archive/Forest Segmented/Forest Segmented/images/13415_sat_51.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_51.jpg
278,archive/Forest Segmented/Forest Segmented/images/13415_sat_54.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_54.jpg
279,archive/Forest Segmented/Forest Segmented/images/13415_sat_58.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_58.jpg
280,archive/Forest Segmented/Forest Segmented/images/13415_sat_61.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_61.jpg
281,archive/Forest Segmented/Forest Segmented/images/13415_sat_66.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_66.jpg
282,archive/Forest Segmented/Forest Segmented/images/13415_sat_67.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_67.jpg
283,archive/Forest Segmented/Forest Segmented/images/13415_sat_68.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_68.jpg
284,archive/Forest Segmented/Forest Segmented/images/13415_sat_70.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_70.jpg
285,archive/Forest Segmented/Forest Segmented/images/13415_sat_71.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_71.jpg
286,archive/Forest Segmented/Forest Segmented/images/13415_sat_78.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_78.jpg
287,archive/Forest Segmented/Forest Segmented/images/13415_sat_80.jpg,archive/Forest Segmented/Forest Segmented/mask/13415_mask_80.jpg
288,archive/Forest Segmented/Forest Segmented/images/134465_sat_04.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_04.jpg
289,archive/Forest Segmented/Forest Segmented/images/134465_sat_05.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_05.jpg
290,archive/Forest Segmented/Forest Segmented/images/134465_sat_13.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_13.jpg
291,archive/Forest Segmented/Forest Segmented/images/134465_sat_14.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_14.jpg
292,archive/Forest Segmented/Forest Segmented/images/134465_sat_15.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_15.jpg
293,archive/Forest Segmented/Forest Segmented/images/134465_sat_16.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_16.jpg
294,archive/Forest Segmented/Forest Segmented/images/134465_sat_17.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_17.jpg
295,archive/Forest Segmented/Forest Segmented/images/134465_sat_18.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_18.jpg
296,archive/Forest Segmented/Forest Segmented/images/134465_sat_23.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_23.jpg
297,archive/Forest Segmented/Forest Segmented/images/134465_sat_24.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_24.jpg
298,archive/Forest Segmented/Forest Segmented/images/134465_sat_33.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_33.jpg
299,archive/Forest Segmented/Forest Segmented/images/134465_sat_34.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_34.jpg
300,archive/Forest Segmented/Forest Segmented/images/134465_sat_35.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_35.jpg
301,archive/Forest Segmented/Forest Segmented/images/134465_sat_41.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_41.jpg
302,archive/Forest Segmented/Forest Segmented/images/134465_sat_42.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_42.jpg
303,archive/Forest Segmented/Forest Segmented/images/134465_sat_43.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_43.jpg
304,archive/Forest Segmented/Forest Segmented/images/134465_sat_44.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_44.jpg
305,archive/Forest Segmented/Forest Segmented/images/134465_sat_50.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_50.jpg
306,archive/Forest Segmented/Forest Segmented/images/134465_sat_51.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_51.jpg
307,archive/Forest Segmented/Forest Segmented/images/134465_sat_52.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_52.jpg
308,archive/Forest Segmented/Forest Segmented/images/134465_sat_53.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_53.jpg
309,archive/Forest Segmented/Forest Segmented/images/134465_sat_54.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_54.jpg
310,archive/Forest Segmented/Forest Segmented/images/134465_sat_58.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_58.jpg
311,archive/Forest Segmented/Forest Segmented/images/134465_sat_60.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_60.jpg
312,archive/Forest Segmented/Forest Segmented/images/134465_sat_61.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_61.jpg
313,archive/Forest Segmented/Forest Segmented/images/134465_sat_62.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_62.jpg
314,archive/Forest Segmented/Forest Segmented/images/134465_sat_63.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_63.jpg
315,archive/Forest Segmented/Forest Segmented/images/134465_sat_64.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_64.jpg
316,archive/Forest Segmented/Forest Segmented/images/134465_sat_65.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_65.jpg
317,archive/Forest Segmented/Forest Segmented/images/134465_sat_66.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_66.jpg
318,archive/Forest Segmented/Forest Segmented/images/134465_sat_67.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_67.jpg
319,archive/Forest Segmented/Forest Segmented/images/134465_sat_68.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_68.jpg
320,archive/Forest Segmented/Forest Segmented/images/134465_sat_71.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_71.jpg
321,archive/Forest Segmented/Forest Segmented/images/134465_sat_72.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_72.jpg
322,archive/Forest Segmented/Forest Segmented/images/134465_sat_73.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_73.jpg
323,archive/Forest Segmented/Forest Segmented/images/134465_sat_74.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_74.jpg
324,archive/Forest Segmented/Forest Segmented/images/134465_sat_75.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_75.jpg
325,archive/Forest Segmented/Forest Segmented/images/134465_sat_76.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_76.jpg
326,archive/Forest Segmented/Forest Segmented/images/134465_sat_81.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_81.jpg
327,archive/Forest Segmented/Forest Segmented/images/134465_sat_82.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_82.jpg
328,archive/Forest Segmented/Forest Segmented/images/134465_sat_83.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_83.jpg
329,archive/Forest Segmented/Forest Segmented/images/134465_sat_84.jpg,archive/Forest Segmented/Forest Segmented/mask/134465_mask_84.jpg
