,image,mask
3262,archive/Forest Segmented/Forest Segmented/images/255876_sat_02.jpg,archive/Forest Segmented/Forest Segmented/masks/15573_mask_22.jpg
4745,archive/Forest Segmented/Forest Segmented/images/918446_sat_32.jpg,archive/Forest Segmented/Forest Segmented/masks/498049_mask_33.jpg
1966,archive/Forest Segmented/Forest Segmented/images/739760_sat_48.jpg,archive/Forest Segmented/Forest Segmented/masks/15573_mask_17.jpg
1504,archive/Forest Segmented/Forest Segmented/images/565914_sat_51.jpg,archive/Forest Segmented/Forest Segmented/masks/6399_mask_84.jpg
5068,archive/Forest Segmented/Forest Segmented/images/810749_sat_45.jpg,archive/Forest Segmented/Forest Segmented/masks/147716_mask_20.jpg
5065,archive/Forest Segmented/Forest Segmented/images/296279_sat_28.jpg,archive/Forest Segmented/Forest Segmented/masks/134465_mask_18.jpg
4906,archive/Forest Segmented/Forest Segmented/images/361129_sat_47.jpg,archive/Forest Segmented/Forest Segmented/masks/939614_mask_11.jpg
3471,archive/Forest Segmented/Forest Segmented/images/392711_sat_53.jpg,archive/Forest Segmented/Forest Segmented/masks/152569_mask_02.jpg
2370,archive/Forest Segmented/Forest Segmented/images/877160_sat_60.jpg,archive/Forest Segmented/Forest Segmented/masks/6399_mask_43.jpg
3121,archive/Forest Segmented/Forest Segmented/images/880610_sat_65.jpg,archive/Forest Segmented/Forest Segmented/masks/133209_mask_61.jpg
2210,archive/Forest Segmented/Forest Segmented/images/15573_sat_85.jpg,archive/Forest Segmented/Forest Segmented/masks/6399_mask_41.jpg
1023,archive/Forest Segmented/Forest Segmented/images/739760_sat_00.jpg,archive/Forest Segmented/Forest Segmented/masks/624916_mask_43.jpg
4528,archive/Forest Segmented/Forest Segmented/images/875328_sat_75.jpg,archive/Forest Segmented/Forest Segmented/masks/148381_mask_81.jpg
3084,archive/Forest Segmented/Forest Segmented/images/170535_sat_14.jpg,archive/Forest Segmented/Forest Segmented/masks/242583_mask_63.jpg
1728,archive/Forest Segmented/Forest Segmented/images/849797_sat_88.jpg,archive/Forest Segmented/Forest Segmented/masks/739760_mask_82.jpg
1503,archive/Forest Segmented/Forest Segmented/images/392711_sat_60.jpg,archive/Forest Segmented/Forest Segmented/masks/691384_mask_03.jpg
3286,archive/Forest Segmented/Forest Segmented/images/877160_sat_57.jpg,archive/Forest Segmented/Forest Segmented/masks/296279_mask_38.jpg
809,archive/Forest Segmented/Forest Segmented/images/533952_sat_07.jpg,archive/Forest Segmented/Forest Segmented/masks/242583_mask_25.jpg
2988,archive/Forest Segmented/Forest Segmented/images/925425_sat_04.jpg,archive/Forest Segmented/Forest Segmented/masks/148381_mask_30.jpg
978,archive/Forest Segmented/Forest Segmented/images/27460_sat_17.jpg,archive/Forest Segmented/Forest Segmented/masks/20187_mask_57.jpg
2191,archive/Forest Segmented/Forest Segmented/images/143794_sat_52.jpg,archive/Forest Segmented/Forest Segmented/masks/739760_mask_51.jpg
2855,archive/Forest Segmented/Forest Segmented/images/866782_sat_26.jpg,archive/Forest Segmented/Forest Segmented/masks/897901_mask_76.jpg
4805,archive/Forest Segmented/Forest Segmented/images/71619_sat_24.jpg,archive/Forest Segmented/Forest Segmented/masks/15573_mask_42.jpg
3275,archive/Forest Segmented/Forest Segmented/images/134465_sat_66.jpg,archive/Forest Segmented/Forest Segmented/masks/651312_mask_53.jpg
3008,archive/Forest Segmented/Forest Segmented/images/226788_sat_04.jpg,archive/Forest Segmented/Forest Segmented/masks/119079_mask_04.jpg
1777,archive/Forest Segmented/Forest Segmented/images/498049_sat_17.jpg,archive/Forest Segmented/Forest Segmented/masks/242583_mask_43.jpg
3984,archive/Forest Segmented/Forest Segmented/images/202277_sat_24.jpg,archive/Forest Segmented/Forest Segmented/masks/918446_mask_01.jpg
1779,archive/Forest Segmented/Forest Segmented/images/280861_sat_51.jpg,archive/Forest Segmented/Forest Segmented/masks/291214_mask_58.jpg
1943,archive/Forest Segmented/Forest Segmented/images/122104_sat_74.jpg,archive/Forest Segmented/Forest Segmented/masks/156574_mask_14.jpg
2170,archive/Forest Segmented/Forest Segmented/images/499418_sat_55.jpg,archive/Forest Segmented/Forest Segmented/masks/7906_mask_10.jpg
174,archive/Forest Segmented/Forest Segmented/images/134465_sat_23.jpg,archive/Forest Segmented/Forest Segmented/masks/626208_mask_83.jpg
2145,archive/Forest Segmented/Forest Segmented/images/406425_sat_74.jpg,archive/Forest Segmented/Forest Segmented/masks/291214_mask_48.jpg
4725,archive/Forest Segmented/Forest Segmented/images/351271_sat_38.jpg,archive/Forest Segmented/Forest Segmented/masks/3484_mask_31.jpg
2732,archive/Forest Segmented/Forest Segmented/images/192918_sat_58.jpg,archive/Forest Segmented/Forest Segmented/masks/778804_mask_36.jpg
4560,archive/Forest Segmented/Forest Segmented/images/156574_sat_24.jpg,archive/Forest Segmented/Forest Segmented/masks/875328_mask_44.jpg
217,archive/Forest Segmented/Forest Segmented/images/897901_sat_72.jpg,archive/Forest Segmented/Forest Segmented/masks/880610_mask_53.jpg
4540,archive/Forest Segmented/Forest Segmented/images/71125_sat_07.jpg,archive/Forest Segmented/Forest Segmented/masks/644103_mask_46.jpg
3898,archive/Forest Segmented/Forest Segmented/images/875328_sat_67.jpg,archive/Forest Segmented/Forest Segmented/masks/632489_mask_83.jpg
1444,archive/Forest Segmented/Forest Segmented/images/498049_sat_28.jpg,archive/Forest Segmented/Forest Segmented/masks/918446_mask_43.jpg
690,archive/Forest Segmented/Forest Segmented/images/498049_sat_58.jpg,archive/Forest Segmented/Forest Segmented/masks/162310_mask_25.jpg
2699,archive/Forest Segmented/Forest Segmented/images/119079_sat_51.jpg,archive/Forest Segmented/Forest Segmented/masks/899693_mask_80.jpg
2348,archive/Forest Segmented/Forest Segmented/images/291214_sat_33.jpg,archive/Forest Segmented/Forest Segmented/masks/24813_mask_31.jpg
2341,archive/Forest Segmented/Forest Segmented/images/739122_sat_87.jpg,archive/Forest Segmented/Forest Segmented/masks/866782_mask_14.jpg
1106,archive/Forest Segmented/Forest Segmented/images/210473_sat_75.jpg,archive/Forest Segmented/Forest Segmented/masks/133209_mask_30.jpg
2534,archive/Forest Segmented/Forest Segmented/images/563092_sat_66.jpg,archive/Forest Segmented/Forest Segmented/masks/644103_mask_06.jpg
2173,archive/Forest Segmented/Forest Segmented/images/866782_sat_17.jpg,archive/Forest Segmented/Forest Segmented/masks/739122_mask_72.jpg
1650,archive/Forest Segmented/Forest Segmented/images/784140_sat_57.jpg,archive/Forest Segmented/Forest Segmented/masks/33573_mask_35.jpg
611,archive/Forest Segmented/Forest Segmented/images/15573_sat_36.jpg,archive/Forest Segmented/Forest Segmented/masks/299287_mask_27.jpg
3016,archive/Forest Segmented/Forest Segmented/images/72807_sat_75.jpg,archive/Forest Segmented/Forest Segmented/masks/605764_mask_64.jpg
3400,archive/Forest Segmented/Forest Segmented/images/739760_sat_68.jpg,archive/Forest Segmented/Forest Segmented/masks/392711_mask_77.jpg
3888,archive/Forest Segmented/Forest Segmented/images/417313_sat_80.jpg,archive/Forest Segmented/Forest Segmented/masks/417313_mask_76.jpg
576,archive/Forest Segmented/Forest Segmented/images/296279_sat_27.jpg,archive/Forest Segmented/Forest Segmented/masks/739760_mask_37.jpg
4382,archive/Forest Segmented/Forest Segmented/images/111335_sat_86.jpg,archive/Forest Segmented/Forest Segmented/masks/255876_mask_54.jpg
4534,archive/Forest Segmented/Forest Segmented/images/691384_sat_36.jpg,archive/Forest Segmented/Forest Segmented/masks/417313_mask_64.jpg
1180,archive/Forest Segmented/Forest Segmented/images/176225_sat_20.jpg,archive/Forest Segmented/Forest Segmented/masks/192918_mask_07.jpg
888,archive/Forest Segmented/Forest Segmented/images/406425_sat_17.jpg,archive/Forest Segmented/Forest Segmented/masks/858771_mask_11.jpg
3285,archive/Forest Segmented/Forest Segmented/images/126796_sat_32.jpg,archive/Forest Segmented/Forest Segmented/masks/208495_mask_16.jpg
3172,archive/Forest Segmented/Forest Segmented/images/825816_sat_45.jpg,archive/Forest Segmented/Forest Segmented/masks/134465_mask_82.jpg
4992,archive/Forest Segmented/Forest Segmented/images/935318_sat_28.jpg,archive/Forest Segmented/Forest Segmented/masks/736869_mask_51.jpg
817,archive/Forest Segmented/Forest Segmented/images/192918_sat_20.jpg,archive/Forest Segmented/Forest Segmented/masks/961407_mask_55.jpg
4842,archive/Forest Segmented/Forest Segmented/images/736869_sat_88.jpg,archive/Forest Segmented/Forest Segmented/masks/27460_mask_33.jpg
2091,archive/Forest Segmented/Forest Segmented/images/498049_sat_12.jpg,archive/Forest Segmented/Forest Segmented/masks/439854_mask_51.jpg
208,archive/Forest Segmented/Forest Segmented/images/691384_sat_10.jpg,archive/Forest Segmented/Forest Segmented/masks/13415_mask_37.jpg
293,archive/Forest Segmented/Forest Segmented/images/825816_sat_14.jpg,archive/Forest Segmented/Forest Segmented/masks/27460_mask_16.jpg
1119,archive/Forest Segmented/Forest Segmented/images/6399_sat_87.jpg,archive/Forest Segmented/Forest Segmented/masks/778804_mask_65.jpg
4024,archive/Forest Segmented/Forest Segmented/images/949559_sat_80.jpg,archive/Forest Segmented/Forest Segmented/masks/848728_mask_88.jpg
4226,archive/Forest Segmented/Forest Segmented/images/691384_sat_33.jpg,archive/Forest Segmented/Forest Segmented/masks/624916_mask_64.jpg
1264,archive/Forest Segmented/Forest Segmented/images/454655_sat_22.jpg,archive/Forest Segmented/Forest Segmented/masks/24813_mask_53.jpg
990,archive/Forest Segmented/Forest Segmented/images/111335_sat_88.jpg,archive/Forest Segmented/Forest Segmented/masks/156574_mask_64.jpg
2380,archive/Forest Segmented/Forest Segmented/images/192918_sat_40.jpg,archive/Forest Segmented/Forest Segmented/masks/119079_mask_37.jpg
4290,archive/Forest Segmented/Forest Segmented/images/827126_sat_34.jpg,archive/Forest Segmented/Forest Segmented/masks/428597_mask_13.jpg
1629,archive/Forest Segmented/Forest Segmented/images/736869_sat_27.jpg,archive/Forest Segmented/Forest Segmented/masks/176225_mask_50.jpg
353,archive/Forest Segmented/Forest Segmented/images/875328_sat_86.jpg,archive/Forest Segmented/Forest Segmented/masks/784518_mask_63.jpg
4623,archive/Forest Segmented/Forest Segmented/images/575902_sat_74.jpg,archive/Forest Segmented/Forest Segmented/masks/524056_mask_15.jpg
3288,archive/Forest Segmented/Forest Segmented/images/210473_sat_35.jpg,archive/Forest Segmented/Forest Segmented/masks/111335_mask_23.jpg
3193,archive/Forest Segmented/Forest Segmented/images/563092_sat_48.jpg,archive/Forest Segmented/Forest Segmented/masks/906113_mask_12.jpg
1489,archive/Forest Segmented/Forest Segmented/images/24813_sat_03.jpg,archive/Forest Segmented/Forest Segmented/masks/888343_mask_81.jpg
2883,archive/Forest Segmented/Forest Segmented/images/918446_sat_55.jpg,archive/Forest Segmented/Forest Segmented/masks/919051_mask_86.jpg
2906,archive/Forest Segmented/Forest Segmented/images/691384_sat_87.jpg,archive/Forest Segmented/Forest Segmented/masks/156574_mask_22.jpg
3199,archive/Forest Segmented/Forest Segmented/images/76759_sat_04.jpg,archive/Forest Segmented/Forest Segmented/masks/634717_mask_57.jpg
1228,archive/Forest Segmented/Forest Segmented/images/428597_sat_20.jpg,archive/Forest Segmented/Forest Segmented/masks/858771_mask_12.jpg
259,archive/Forest Segmented/Forest Segmented/images/880610_sat_30.jpg,archive/Forest Segmented/Forest Segmented/masks/215525_mask_00.jpg
3951,archive/Forest Segmented/Forest Segmented/images/651312_sat_58.jpg,archive/Forest Segmented/Forest Segmented/masks/114433_mask_51.jpg
4038,archive/Forest Segmented/Forest Segmented/images/255876_sat_72.jpg,archive/Forest Segmented/Forest Segmented/masks/280861_mask_33.jpg
4844,archive/Forest Segmented/Forest Segmented/images/417313_sat_52.jpg,archive/Forest Segmented/Forest Segmented/masks/27460_mask_27.jpg
1907,archive/Forest Segmented/Forest Segmented/images/679507_sat_85.jpg,archive/Forest Segmented/Forest Segmented/masks/679507_mask_77.jpg
4375,archive/Forest Segmented/Forest Segmented/images/736869_sat_58.jpg,archive/Forest Segmented/Forest Segmented/masks/875328_mask_83.jpg
52,archive/Forest Segmented/Forest Segmented/images/525105_sat_38.jpg,archive/Forest Segmented/Forest Segmented/masks/624916_mask_46.jpg
4418,archive/Forest Segmented/Forest Segmented/images/880610_sat_12.jpg,archive/Forest Segmented/Forest Segmented/masks/428327_mask_44.jpg
5106,archive/Forest Segmented/Forest Segmented/images/740937_sat_70.jpg,archive/Forest Segmented/Forest Segmented/masks/841621_mask_52.jpg
2292,archive/Forest Segmented/Forest Segmented/images/950926_sat_85.jpg,archive/Forest Segmented/Forest Segmented/masks/172307_mask_03.jpg
2519,archive/Forest Segmented/Forest Segmented/images/876248_sat_58.jpg,archive/Forest Segmented/Forest Segmented/masks/644150_mask_46.jpg
2922,archive/Forest Segmented/Forest Segmented/images/133209_sat_51.jpg,archive/Forest Segmented/Forest Segmented/masks/565914_mask_80.jpg
4087,archive/Forest Segmented/Forest Segmented/images/195769_sat_18.jpg,archive/Forest Segmented/Forest Segmented/masks/952430_mask_50.jpg
1479,archive/Forest Segmented/Forest Segmented/images/528163_sat_50.jpg,archive/Forest Segmented/Forest Segmented/masks/457982_mask_12.jpg
1507,archive/Forest Segmented/Forest Segmented/images/3484_sat_68.jpg,archive/Forest Segmented/Forest Segmented/masks/226788_mask_83.jpg
1033,archive/Forest Segmented/Forest Segmented/images/981852_sat_11.jpg,archive/Forest Segmented/Forest Segmented/masks/27460_mask_12.jpg
1097,archive/Forest Segmented/Forest Segmented/images/651312_sat_41.jpg,archive/Forest Segmented/Forest Segmented/masks/939614_mask_18.jpg
1469,archive/Forest Segmented/Forest Segmented/images/906113_sat_27.jpg,archive/Forest Segmented/Forest Segmented/masks/888343_mask_43.jpg
543,archive/Forest Segmented/Forest Segmented/images/114433_sat_60.jpg,archive/Forest Segmented/Forest Segmented/masks/827126_mask_33.jpg
1046,archive/Forest Segmented/Forest Segmented/images/651312_sat_40.jpg,archive/Forest Segmented/Forest Segmented/masks/632489_mask_64.jpg
4821,archive/Forest Segmented/Forest Segmented/images/170535_sat_70.jpg,archive/Forest Segmented/Forest Segmented/masks/586222_mask_22.jpg
1697,archive/Forest Segmented/Forest Segmented/images/925425_sat_31.jpg,archive/Forest Segmented/Forest Segmented/masks/644103_mask_15.jpg
30,archive/Forest Segmented/Forest Segmented/images/810749_sat_48.jpg,archive/Forest Segmented/Forest Segmented/masks/651312_mask_17.jpg
725,archive/Forest Segmented/Forest Segmented/images/949559_sat_71.jpg,archive/Forest Segmented/Forest Segmented/masks/215525_mask_13.jpg
2648,archive/Forest Segmented/Forest Segmented/images/888343_sat_33.jpg,archive/Forest Segmented/Forest Segmented/masks/277900_mask_37.jpg
4271,archive/Forest Segmented/Forest Segmented/images/749375_sat_84.jpg,archive/Forest Segmented/Forest Segmented/masks/114433_mask_52.jpg
4092,archive/Forest Segmented/Forest Segmented/images/24813_sat_41.jpg,archive/Forest Segmented/Forest Segmented/masks/255876_mask_80.jpg
1426,archive/Forest Segmented/Forest Segmented/images/570332_sat_03.jpg,archive/Forest Segmented/Forest Segmented/masks/652883_mask_81.jpg
1786,archive/Forest Segmented/Forest Segmented/images/810368_sat_78.jpg,archive/Forest Segmented/Forest Segmented/masks/784140_mask_76.jpg
5061,archive/Forest Segmented/Forest Segmented/images/998002_sat_12.jpg,archive/Forest Segmented/Forest Segmented/masks/838669_mask_36.jpg
436,archive/Forest Segmented/Forest Segmented/images/334677_sat_02.jpg,archive/Forest Segmented/Forest Segmented/masks/736869_mask_88.jpg
2584,archive/Forest Segmented/Forest Segmented/images/632489_sat_32.jpg,archive/Forest Segmented/Forest Segmented/masks/71619_mask_73.jpg
912,archive/Forest Segmented/Forest Segmented/images/162310_sat_80.jpg,archive/Forest Segmented/Forest Segmented/masks/749375_mask_21.jpg
4315,archive/Forest Segmented/Forest Segmented/images/978039_sat_82.jpg,archive/Forest Segmented/Forest Segmented/masks/143794_mask_33.jpg
1588,archive/Forest Segmented/Forest Segmented/images/518833_sat_66.jpg,archive/Forest Segmented/Forest Segmented/masks/296279_mask_22.jpg
4256,archive/Forest Segmented/Forest Segmented/images/148381_sat_20.jpg,archive/Forest Segmented/Forest Segmented/masks/899693_mask_37.jpg
4698,archive/Forest Segmented/Forest Segmented/images/428327_sat_54.jpg,archive/Forest Segmented/Forest Segmented/masks/899693_mask_27.jpg
4307,archive/Forest Segmented/Forest Segmented/images/334677_sat_36.jpg,archive/Forest Segmented/Forest Segmented/masks/210473_mask_31.jpg
1590,archive/Forest Segmented/Forest Segmented/images/3484_sat_42.jpg,archive/Forest Segmented/Forest Segmented/masks/749375_mask_87.jpg
2394,archive/Forest Segmented/Forest Segmented/images/767012_sat_27.jpg,archive/Forest Segmented/Forest Segmented/masks/226788_mask_87.jpg
3406,archive/Forest Segmented/Forest Segmented/images/950926_sat_71.jpg,archive/Forest Segmented/Forest Segmented/masks/570332_mask_73.jpg
1238,archive/Forest Segmented/Forest Segmented/images/740937_sat_22.jpg,archive/Forest Segmented/Forest Segmented/masks/170535_mask_18.jpg
903,archive/Forest Segmented/Forest Segmented/images/866782_sat_48.jpg,archive/Forest Segmented/Forest Segmented/masks/875328_mask_70.jpg
2726,archive/Forest Segmented/Forest Segmented/images/434243_sat_54.jpg,archive/Forest Segmented/Forest Segmented/masks/210473_mask_51.jpg
